11	14	3	21.428571428571427
6	9	3	33.33333333333333
11	12	1	8.333333333333332
7	10	3	30.0
6	11	5	45.45454545454545
20	22	2	9.090909090909092
8	12	4	33.33333333333333
17	20	3	15.0
10	13	3	23.076923076923077
12	15	3	20.0
7	8	1	12.5
6	9	3	33.33333333333333
11	14	3	21.428571428571427
10	12	2	16.666666666666664
14	21	7	33.33333333333333
11	12	1	8.333333333333332
16	18	2	11.11111111111111
14	17	3	17.647058823529413
13	19	6	31.57894736842105
11	17	6	35.294117647058826
7	11	4	36.36363636363637
7	14	7	50.0
15	17	2	11.76470588235294
13	15	2	13.333333333333334
9	12	3	25.0
7	8	1	12.5
11	14	3	21.428571428571427
12	12	0	0.0
13	16	3	18.75
14	17	3	17.647058823529413
22	24	2	8.333333333333332
18	23	5	21.73913043478261
8	10	2	20.0
11	16	5	31.25
16	18	2	11.11111111111111
15	16	1	6.25
9	13	4	30.76923076923077
20	22	2	9.090909090909092
8	11	3	27.27272727272727
14	18	4	22.22222222222222
20	23	3	13.043478260869565
18	21	3	14.285714285714285
20	22	2	9.090909090909092
23	24	1	4.166666666666666
14	18	4	22.22222222222222
10	13	3	23.076923076923077
16	19	3	15.789473684210526
17	18	1	5.555555555555555
15	16	1	6.25
24	25	1	4.0
10	12	2	16.666666666666664
17	20	3	15.0
11	12	1	8.333333333333332
15	20	5	25.0
22	26	4	15.384615384615385
12	12	0	0.0
11	14	3	21.428571428571427
14	15	1	6.666666666666667
15	17	2	11.76470588235294
10	13	3	23.076923076923077
22	22	0	0.0
11	16	5	31.25
13	14	1	7.142857142857142
7	9	2	22.22222222222222
16	17	1	5.88235294117647
15	17	2	11.76470588235294
12	16	4	25.0
10	12	2	16.666666666666664
19	24	5	20.833333333333336
11	11	0	0.0
8	11	3	27.27272727272727
10	13	3	23.076923076923077
18	21	3	14.285714285714285
8	11	3	27.27272727272727
10	13	3	23.076923076923077
18	21	3	14.285714285714285
13	18	5	27.77777777777778
13	17	4	23.52941176470588
13	17	4	23.52941176470588
11	13	2	15.384615384615385
15	21	6	28.57142857142857
6	9	3	33.33333333333333
17	20	3	15.0
8	11	3	27.27272727272727
13	14	1	7.142857142857142
9	12	3	25.0
13	16	3	18.75
11	13	2	15.384615384615385
16	19	3	15.789473684210526
11	17	6	35.294117647058826
10	13	3	23.076923076923077
10	14	4	28.57142857142857
12	13	1	7.6923076923076925
14	17	3	17.647058823529413
18	20	2	10.0
8	10	2	20.0
17	21	4	19.047619047619047
20	26	6	23.076923076923077
14	15	1	6.666666666666667
21	23	2	8.695652173913043
7	9	2	22.22222222222222
12	14	2	14.285714285714285
8	11	3	27.27272727272727
5	8	3	37.5
19	23	4	17.391304347826086
13	16	3	18.75
12	18	6	33.33333333333333
10	12	2	16.666666666666664
14	14	0	0.0
19	26	7	26.923076923076923
8	11	3	27.27272727272727
12	16	4	25.0
10	14	4	28.57142857142857
15	22	7	31.818181818181817
6	9	3	33.33333333333333
14	18	4	22.22222222222222
24	27	3	11.11111111111111
12	17	5	29.411764705882355
9	13	4	30.76923076923077
12	14	2	14.285714285714285
9	14	5	35.714285714285715
14	17	3	17.647058823529413
17	22	5	22.727272727272727
9	10	1	10.0
7	9	2	22.22222222222222
5	9	4	44.44444444444444
13	14	1	7.142857142857142
15	18	3	16.666666666666664
5	8	3	37.5
18	21	3	14.285714285714285
13	16	3	18.75
13	19	6	31.57894736842105
10	11	1	9.090909090909092
12	17	5	29.411764705882355
10	11	1	9.090909090909092
17	19	2	10.526315789473683
5	9	4	44.44444444444444
17	18	1	5.555555555555555
11	15	4	26.666666666666668
11	13	2	15.384615384615385
20	22	2	9.090909090909092
10	12	2	16.666666666666664
15	17	2	11.76470588235294
9	12	3	25.0
9	10	1	10.0
11	16	5	31.25
13	14	1	7.142857142857142
10	12	2	16.666666666666664
11	13	2	15.384615384615385
6	11	5	45.45454545454545
13	15	2	13.333333333333334
11	15	4	26.666666666666668
15	18	3	16.666666666666664
8	12	4	33.33333333333333
12	15	3	20.0
16	19	3	15.789473684210526
18	21	3	14.285714285714285
15	18	3	16.666666666666664
13	16	3	18.75
7	10	3	30.0
14	17	3	17.647058823529413
16	17	1	5.88235294117647
16	19	3	15.789473684210526
17	19	2	10.526315789473683
10	14	4	28.57142857142857
19	23	4	17.391304347826086
8	11	3	27.27272727272727
9	13	4	30.76923076923077
21	22	1	4.545454545454546
20	24	4	16.666666666666664
19	20	1	5.0
18	22	4	18.181818181818183
20	23	3	13.043478260869565
